,Symbol,Close,Day
2020-10-16 00:00:00,EEM,45.560001373291016,2020-10-16 00:00:00
2020-10-16 00:00:00,XBI,120.62000274658203,2020-10-16 00:00:00
2020-10-16 00:00:00,IP,46.540000915527344,2020-10-16 00:00:00
2020-10-16 00:00:00,XLK,121.12000274658203,2020-10-16 00:00:00
2020-10-16 00:00:00,NVAX,107.04000091552734,2020-10-16 00:00:00
2020-10-16 00:00:00,FB,265.92999267578125,2020-10-16 00:00:00
2020-10-16 00:00:00,BABA,307.30999755859375,2020-10-16 00:00:00
2020-10-16 00:00:00,FROG,80.18000030517578,2020-10-16 00:00:00
2020-10-16 00:00:00,TSM,86.69999694824219,2020-10-16 00:00:00
2020-10-16 00:00:00,TMUS,114.95999908447266,2020-10-16 00:00:00
2020-10-16 00:00:00,OXY,10.09000015258789,2020-10-16 00:00:00
2020-10-16 00:00:00,JETS,17.489999771118164,2020-10-16 00:00:00
2020-10-16 00:00:00,NKLA,19.545000076293945,2020-10-16 00:00:00
2020-10-16 00:00:00,EOG,37.41999816894531,2020-10-16 00:00:00
2020-10-16 00:00:00,ARKW,118.30999755859375,2020-10-16 00:00:00
2020-10-16 00:00:00,ARKK,102.76000213623047,2020-10-16 00:00:00
2020-10-16 00:00:00,ARKF,42.63999938964844,2020-10-16 00:00:00
2020-10-16 00:00:00,STNE,57.900001525878906,2020-10-16 00:00:00
2020-10-16 00:00:00,GOLD,27.56999969482422,2020-10-16 00:00:00
2020-10-16 00:00:00,CCL,14.079999923706055,2020-10-16 00:00:00
2020-10-16 00:00:00,ARKQ,62.779998779296875,2020-10-16 00:00:00
2020-10-16 00:00:00,TWTR,45.810001373291016,2020-10-16 00:00:00
2020-10-16 00:00:00,NFLX,530.7899780273438,2020-10-16 00:00:00
2020-10-16 00:00:00,CRWD,145.33999633789062,2020-10-16 00:00:00
2020-10-16 00:00:00,VIRT,23.229999542236328,2020-10-16 00:00:00
2020-10-16 00:00:00,SNY,50.27000045776367,2020-10-16 00:00:00
2020-10-16 00:00:00,NVS,86.19000244140625,2020-10-16 00:00:00
2020-10-16 00:00:00,RDN,17.75,2020-10-16 00:00:00
2020-10-16 00:00:00,SQ,186.35000610351562,2020-10-16 00:00:00
2020-10-16 00:00:00,PYPL,204.4499969482422,2020-10-16 00:00:00
2020-10-16 00:00:00,SNE,72.66999816894531,2020-10-16 00:00:00
2020-10-16 00:00:00,LUV,39.68000030517578,2020-10-16 00:00:00
2020-10-16 00:00:00,NCLH,16.200000762939453,2020-10-16 00:00:00
2020-10-16 00:00:00,INTC,54.15999984741211,2020-10-16 00:00:00
2020-10-16 00:00:00,MA,339.3999938964844,2020-10-16 00:00:00
2020-10-16 00:00:00,QDEL,255.25,2020-10-16 00:00:00
2020-10-16 00:00:00,BIG,53.650001525878906,2020-10-16 00:00:00
2020-10-16 00:00:00,APT,14.569999694824219,2020-10-16 00:00:00
2020-10-16 00:00:00,LPX,30.709999084472656,2020-10-16 00:00:00
2020-10-16 00:00:00,DQ,200.00999450683594,2020-10-16 00:00:00
2020-10-16 00:00:00,SHOP,1067.2099609375,2020-10-16 00:00:00
2020-10-16 00:00:00,REGI,55.869998931884766,2020-10-16 00:00:00
2020-10-16 00:00:00,GM,33.45000076293945,2020-10-16 00:00:00
2020-10-16 00:00:00,ORLY,467.010009765625,2020-10-16 00:00:00
2020-10-16 00:00:00,EWH,21.899999618530273,2020-10-16 00:00:00
2020-10-16 00:00:00,ORCL,60.290000915527344,2020-10-16 00:00:00
2020-10-16 00:00:00,PKI,124.0199966430664,2020-10-16 00:00:00
2020-10-16 00:00:00,EPAM,350.57000732421875,2020-10-16 00:00:00
2020-10-16 00:00:00,CWH,31.889999389648438,2020-10-16 00:00:00
2020-10-16 00:00:00,GMBL,5.260000228881836,2020-10-16 00:00:00
2020-10-16 00:00:00,NEE,305.6000061035156,2020-10-16 00:00:00
2020-10-16 00:00:00,SBUX,88.5199966430664,2020-10-16 00:00:00
2020-10-16 00:00:00,DLTR,95.55999755859375,2020-10-16 00:00:00
2020-10-16 00:00:00,PAAS,32.880001068115234,2020-10-16 00:00:00
0,BLFE,2.5,2020-10-16
